serial_number,zip_code,model_year,final_assembly_code,battery_assembly_code
00DD2412XR4HKZ,43380,2024,00,DD
00AA24098OQ2IP,69468,2024,00,AA
00DD24100G8XXM,92380,2024,00,DD
11AA2403F7I8YU,50201,2024,11,AA
00BB2403371DQ4,18394,2024,00,BB
00DD2411GVORV0,48872,2024,00,DD
00DD2412JFIGV3,20808,2024,00,DD
00CC2412ATRVJU,63703,2024,00,CC
00BB24095PQM7L,11286,2024,00,BB
00CC2405C8XL5C,67221,2024,00,CC
00AA2407PFNEB7,24896,2024,00,AA
11AA2405M5Z00T,71085,2024,11,AA
11AA241266FH9W,02945,2024,11,AA
00DD2402LIJ1WN,16759,2024,00,DD
00AA2404UKJ1XY,08080,2024,00,AA
00DD2402HB88FL,96222,2024,00,DD
00BB2408XHESBP,21322,2024,00,BB
00DD2402TC9YNU,18832,2024,00,DD
00DD2412KHEEGL,01759,2024,00,DD
00DD24048BSU7N,53194,2024,00,DD
00CC2412I0RRF2,89960,2024,00,CC
00CC2403IPX9LB,32437,2024,00,CC
00DD2412HRPRPB,83856,2024,00,DD
00DD2406ALI7Z5,75793,2024,00,DD
00BB2409PN2UXL,63007,2024,00,BB
00BB24095TGK7L,82162,2024,00,BB
00BB2406JO1BWC,04267,2024,00,BB
00BB2411PC2QUU,61115,2024,00,BB
00CC240379B86A,87358,2024,00,CC
00DD2405X5KL0S,17649,2024,00,DD
00DD2411PH70K6,69609,2024,00,DD
00CC2405Z7N3WF,48065,2024,00,CC
00AA2407IXNC5B,65801,2024,00,AA
00CC2403IIZ8FU,51187,2024,00,CC
00DD2411OESWIH,44631,2024,00,DD
11AA2401RUDR6D,59613,2024,11,AA
11AA2407VSXCLD,73752,2024,11,AA
00DD240529Y103,10317,2024,00,DD
00DD24018202YW,18613,2024,00,DD
11AA24049P0C0W,49438,2024,11,AA
00DD240252JDXN,56200,2024,00,DD
11AA2405I2QAO4,74158,2024,11,AA
00BB2406HHPFYT,43319,2024,00,BB
00DD2407RJV4K6,75690,2024,00,DD
00CC24035ZXHFY,89745,2024,00,CC
11AA2407I4R6A5,08718,2024,11,AA
00BB2403ANSK4J,91284,2024,00,BB
00CC240703K2B4,53966,2024,00,CC
00AA2403G1A7PD,42020,2024,00,AA
00AA2411JU8WQ6,46019,2024,00,AA
00BB2412R3SXSK,44855,2024,00,BB
00CC2410BRA5YA,08814,2024,00,CC
00AA2409NAUSKW,66467,2024,00,AA
00CC2403LCE8ET,77350,2024,00,CC
00AA2405KVQDL8,58622,2024,00,AA
00DD2409GM42WA,32986,2024,00,DD
00AA24129MGPYD,07182,2024,00,AA
00AA24047MUDHG,57011,2024,00,AA
00AA240806E6RF,19873,2024,00,AA
00AA241260JLK6,72416,2024,00,AA
00DD2406NLES1J,76123,2024,00,DD
00DD2409NMSE0R,26425,2024,00,DD
00DD24050PZEE4,08169,2024,00,DD
11AA2411928YZX,03201,2024,11,AA
00BB24049UYKKP,21069,2024,00,BB
00CC2412ZWEBF5,50805,2024,00,CC
00AA2411L3XX03,08796,2024,00,AA
00CC24104NHWEL,15965,2024,00,CC
00AA2401DI4I05,40101,2024,00,AA
00CC24046B0HCM,37182,2024,00,CC
00DD2404KO0RUT,03858,2024,00,DD
00AA24054FO7JA,91499,2024,00,AA
00AA2404L5IXA0,62993,2024,00,AA
00BB2408TJUTI5,07580,2024,00,BB
00CC2410ZW101M,24390,2024,00,CC
00BB2404INA87O,28786,2024,00,BB
00CC2409BD1KVY,25248,2024,00,CC
00DD2412T8LYTR,06290,2024,00,DD
00DD2412SSRJJR,20968,2024,00,DD
00CC2404NT6SYY,40695,2024,00,CC
00AA2412R0KAMJ,06966,2024,00,AA
00DD24097UDDJ8,36965,2024,00,DD
11AA24069WH8H6,14826,2024,11,AA
00AA2401KOJYKI,55177,2024,00,AA
00DD2408KVW2PT,01990,2024,00,DD
11AA24056ZA5AB,47161,2024,11,AA
00AA2411E0VEFE,47887,2024,00,AA
11AA2404PRCXKB,90288,2024,11,AA
00AA2411TMTTJ3,02346,2024,00,AA
11AA2401NVTQD1,24431,2024,11,AA
00AA2411BVQ7F7,41160,2024,00,AA
00AA2410FG567C,16026,2024,00,AA
00AA2405D6ECSB,51019,2024,00,AA
11AA24124A5GQ5,81995,2024,11,AA
00AA2406FZANO6,55819,2024,00,AA
00CC2405DTJGF7,94587,2024,00,CC
00AA2412QV3Q2D,95764,2024,00,AA
00CC2404ZBQ5ZV,38467,2024,00,CC
11AA2401OOFPOU,05285,2024,11,AA
00AA24013BU4C4,87091,2024,00,AA
00DD2402VEUMK6,34383,2024,00,DD
00AA2410BCFUFB,35425,2024,00,AA
00CC2403BYVHHV,47756,2024,00,CC
00CC24078Q4C5B,30903,2024,00,CC
00BB2410W6DXIJ,26837,2024,00,BB
11AA2408OHUVQM,47112,2024,11,AA
00BB2412MCGAMU,45952,2024,00,BB
00AA2412T8A4SP,77411,2024,00,AA
00CC24014NAMBM,39900,2024,00,CC
00AA24049UGM4S,74771,2024,00,AA
00BB2411Z0I9V5,95334,2024,00,BB
00BB24116G4CYK,93651,2024,00,BB
00AA2412FD5D56,59485,2024,00,AA
11AA2404SRSGZ4,26741,2024,11,AA
11AA2412QOFYZQ,60815,2024,11,AA
11AA24054R62WY,28685,2024,11,AA
11AA2410ZP6ISY,67520,2024,11,AA
00CC2405ZYYC74,56915,2024,00,CC
00DD2401T9SMGC,81023,2024,00,DD
11AA2406Q0L8N4,09839,2024,11,AA
00AA240461F8ZS,27675,2024,00,AA
00CC2401Y0V3NA,91309,2024,00,CC
11AA2406GUOOW0,09954,2024,11,AA
00DD24120SKGCS,34892,2024,00,DD
11AA2407P50RE5,89412,2024,11,AA
00BB2409EI0YS8,71162,2024,00,BB
00BB24019G68M6,31345,2024,00,BB
00DD2401EJHPNJ,74020,2024,00,DD
00AA24059K0PS1,34406,2024,00,AA
00AA24073Z4SG6,08924,2024,00,AA
00CC2406WVUKEC,93252,2024,00,CC
11AA240858HYP6,02922,2024,11,AA
00AA2403GWOAJ5,23650,2024,00,AA
00DD2401L7J9AL,72650,2024,00,DD
00CC2406CVAST6,94525,2024,00,CC
00AA2406F94K4B,14225,2024,00,AA
00AA2407DS376V,71572,2024,00,AA
00BB2412L4KGUE,66459,2024,00,BB
11AA2411X8ANBH,26553,2024,11,AA
00BB2409CVPU77,31597,2024,00,BB
00BB2404835YV7,20095,2024,00,BB
00CC2401AO22H6,25896,2024,00,CC
00AA2403FG4I7O,46152,2024,00,AA
00BB2408U1JN7B,38643,2024,00,BB
00CC2407YXPQLH,29539,2024,00,CC
00BB2405XP57RA,51415,2024,00,BB
00AA2403IULF2U,44384,2024,00,AA
00CC24109F3HZJ,19156,2024,00,CC
11AA2405CB34F4,36367,2024,11,AA
00BB2408LKB483,77833,2024,00,BB
11AA2412WJM8UK,10872,2024,11,AA
11AA2407D436ZL,01424,2024,11,AA
00DD2401ZH8COA,44492,2024,00,DD
00DD2405LASAUZ,50301,2024,00,DD
00AA2407NBMK5T,79149,2024,00,AA
11AA24060T60ZX,33282,2024,11,AA
00BB2407N8T3RO,78963,2024,00,BB
00CC2408Y71TCI,50884,2024,00,CC
00DD2407MJ69GG,62817,2024,00,DD
00AA24014G2T2I,59566,2024,00,AA
11AA2403MMK3JQ,08163,2024,11,AA
00BB2403KI92WQ,74377,2024,00,BB
00CC2401ZH3785,35488,2024,00,CC
00AA24020VDWXZ,00598,2024,00,AA
00DD2407JK7H9J,58430,2024,00,DD
00CC2408T5ZQCH,29646,2024,00,CC
00BB2409RJYO4L,18191,2024,00,BB
00BB24089NAI8M,25398,2024,00,BB
00AA2408WZVI96,16235,2024,00,AA
00CC24128SJYJD,75056,2024,00,CC
00DD2411Y9ZZ1R,73435,2024,00,DD
00DD2406XQGE0S,32837,2024,00,DD
11AA2405B309IU,07639,2024,11,AA
00AA2411T8E9LD,91854,2024,00,AA
00AA2405Y8H3W4,23798,2024,00,AA
00AA2407Z5GRJF,92010,2024,00,AA
11AA240883G3NF,26445,2024,11,AA
00BB2402ODE5QV,25210,2024,00,BB
11AA24013XM2H3,84479,2024,11,AA
00AA2402PHJ76B,17642,2024,00,AA
00CC2412EW5MUO,05520,2024,00,CC
11AA2411EW2Y8K,03845,2024,11,AA
00CC24069DW2F1,48222,2024,00,CC
00AA2401VIH652,75625,2024,00,AA
00AA2403FSSR3R,59141,2024,00,AA
11AA2406PPIOB4,33837,2024,11,AA
00CC2405INQ79O,54364,2024,00,CC
11AA2402UW9NKW,46227,2024,11,AA
11AA24078DIBLT,48656,2024,11,AA
00AA2410QL1O5L,48742,2024,00,AA
11AA24069ZB5C2,49691,2024,11,AA
00CC2412SIJVZU,77944,2024,00,CC
00DD241123CPRT,50321,2024,00,DD
00AA2410DTHV4V,67476,2024,00,AA
00AA2401LHEBZB,42935,2024,00,AA
00AA24045FM97F,60616,2024,00,AA
11AA24093MU1W4,47517,2024,11,AA
00CC24067TNYB2,82181,2024,00,CC
00AA2401LN3B4M,76260,2024,00,AA
00CC2403QPD8VR,67429,2024,00,CC
00CC2412787P9S,87505,2024,00,CC
11AA2403UB2M5Q,53610,2024,11,AA
00AA240428RM6X,27293,2024,00,AA
11AA2406UCQ112,07485,2024,11,AA
00CC2411ITHT9L,72305,2024,00,CC
00DD2409K5VC9V,05028,2024,00,DD
00DD2403Z4FWZL,38259,2024,00,DD
11AA2403N5FN5K,15856,2024,11,AA
00DD2410BXSZLV,33223,2024,00,DD
00CC24014IFYQA,23218,2024,00,CC
00AA2403CRDB1N,21679,2024,00,AA
00CC2403MY3SU3,25784,2024,00,CC
00CC2406X602C2,00722,2024,00,CC
00DD2410X3K81D,30655,2024,00,DD
00CC2407N7W9K2,30947,2024,00,CC
00BB2405MS8950,86765,2024,00,BB
00AA2410BK2B2I,21149,2024,00,AA
00BB2406RKYSQ8,84108,2024,00,BB
00BB2402568TEX,80773,2024,00,BB
00DD2403XBM2OO,60579,2024,00,DD
11AA2405FWJPIR,47460,2024,11,AA
00DD2408ELN39O,50122,2024,00,DD
00BB2409UPBDJE,55600,2024,00,BB
00CC2411GMTYHW,11305,2024,00,CC
00BB2405PIYRMH,65614,2024,00,BB
00AA2406HFGMXW,19979,2024,00,AA
00AA2404WV7VMM,30177,2024,00,AA
00AA2408DFW28T,64114,2024,00,AA
00BB241084WBCO,85599,2024,00,BB
00BB24111CMZL8,79613,2024,00,BB
00DD24019CZDCX,67906,2024,00,DD
00DD2408QTTZD6,28717,2024,00,DD
00CC2410B78QF6,25811,2024,00,CC
00BB2405C3FNNL,78844,2024,00,BB
00DD2406UXDM0N,07814,2024,00,DD
00CC2409JIBURT,08606,2024,00,CC
11AA2404ST3KX1,64146,2024,11,AA
00AA2403WM2YTG,96621,2024,00,AA
00DD24091R0GEB,08608,2024,00,DD
11AA2412K9R96A,68287,2024,11,AA
00DD2404CB3F6L,88552,2024,00,DD
00BB24063XZ25F,35848,2024,00,BB
00DD2408N58LEL,43152,2024,00,DD
00DD2401G8Y1CV,51210,2024,00,DD
00BB240675JFJI,84044,2024,00,BB
00CC2409NVFE7Q,46030,2024,00,CC
00CC2407GPUXJQ,83547,2024,00,CC
11AA2404QLKMWF,69095,2024,11,AA
00DD2402UXDN4O,39389,2024,00,DD
00AA2410EVNYNX,76250,2024,00,AA
00BB2405Q08Q3H,47390,2024,00,BB
00CC24034P3V16,94261,2024,00,CC
00AA2407J2RKHR,60102,2024,00,AA
00BB2411KML2QX,88567,2024,00,BB
00BB2406V0DUXV,07863,2024,00,BB
00CC2403JDLJUG,18325,2024,00,CC
00CC2408F30H75,78814,2024,00,CC
00DD2412TR14W1,62669,2024,00,DD
00AA2402V9EDG7,64659,2024,00,AA
11AA24101RORSA,89023,2024,11,AA
00BB24064503BT,75603,2024,00,BB
00DD2403BLJZJC,60046,2024,00,DD
00AA2403AR6PYJ,94927,2024,00,AA
11AA2406X1FV7O,52073,2024,11,AA
00CC2412SNAQ7S,52423,2024,00,CC
00DD2408DZOS2S,67912,2024,00,DD
00BB240246RFM2,84299,2024,00,BB
00DD2405VOH31W,64415,2024,00,DD
00CC2405V6MR09,01598,2024,00,CC
00CC2412Z0NC21,34756,2024,00,CC
11AA24056HJFOY,45473,2024,11,AA
00CC2401KBZJMQ,74265,2024,00,CC
00BB24023XIOVB,59309,2024,00,BB
11AA2402LDW5A4,07099,2024,11,AA
00DD2403R61P2H,62878,2024,00,DD
00CC240478VWJI,85235,2024,00,CC
00BB24031004H7,49424,2024,00,BB
11AA2409AU0P1R,70301,2024,11,AA
00BB2404YUI4RD,19159,2024,00,BB
00AA2405UT5TKU,29350,2024,00,AA
00CC2404122BRZ,86124,2024,00,CC
00DD24121KXH00,25696,2024,00,DD
00CC2409ANXLN7,72633,2024,00,CC
00CC24081U8EVE,11161,2024,00,CC
00CC24034IIBQ7,16949,2024,00,CC
00BB2405AHZFNI,68874,2024,00,BB
00CC2405HC52B9,10794,2024,00,CC
00DD2408G873LH,74270,2024,00,DD
00AA2405BHKLZY,75497,2024,00,AA
00DD2411AYTK6T,36626,2024,00,DD
00AA2408QI7VB2,39368,2024,00,AA
00DD2409B5L126,47462,2024,00,DD
00DD2401LTJWAN,51425,2024,00,DD
00AA2412A50U6F,40153,2024,00,AA
00DD2412OCGKJV,83233,2024,00,DD
00AA24046YOJMG,47056,2024,00,AA
00BB2407ZN28MS,48483,2024,00,BB
00DD2404HX9W0O,65433,2024,00,DD
11AA2409AAFMIJ,41230,2024,11,AA
11AA2412QHNYBR,00185,2024,11,AA
00DD2406Q3JHGM,32612,2024,00,DD
00DD2407FUMRGW,69149,2024,00,DD
11AA2401C9LZ39,52375,2024,11,AA
00DD2407U3PJ3N,53416,2024,00,DD
00BB2406IDVG74,07729,2024,00,BB
00CC24033KXF8T,38093,2024,00,CC
00DD24065MLQ6T,31942,2024,00,DD
00DD2403LPVI4D,86716,2024,00,DD
00CC2408A4BYW8,60010,2024,00,CC
00CC2403YLB23U,59796,2024,00,CC
00BB24012YUMTM,37945,2024,00,BB
00AA2406ZVM1A1,84085,2024,00,AA
00CC2412KLPZZF,07777,2024,00,CC
00AA240612L49G,57736,2024,00,AA
00AA2408H9UOB8,07629,2024,00,AA
00BB2409LHB7Z6,57940,2024,00,BB
00CC2402M1V13Q,50167,2024,00,CC
00BB2409UR6LJF,41973,2024,00,BB
00DD2408TC0A7R,13694,2024,00,DD
00DD2404V1POO0,57224,2024,00,DD
00BB24038S2B7X,65702,2024,00,BB
00AA2401H936EI,43925,2024,00,AA
00BB24018TSP55,21793,2024,00,BB
00AA2406J6F8CD,60125,2024,00,AA
00DD24058DO2C3,17693,2024,00,DD
00CC2406SAHYHJ,57692,2024,00,CC
11AA2405E3PS0I,26821,2024,11,AA
00BB2403M38N9B,13063,2024,00,BB
00CC2408FNQXVS,44581,2024,00,CC
00CC2404GGEQGV,39942,2024,00,CC
11AA2402OJQQGV,79441,2024,11,AA
00BB241046XHZS,76444,2024,00,BB
11AA2406Y51CMO,34759,2024,11,AA
00CC2411Y645RV,58116,2024,00,CC
00BB24125IE5GN,87993,2024,00,BB
00AA2408MN50IR,45232,2024,00,AA
00BB2407OQE1KB,83488,2024,00,BB
00AA24091NXHRW,30463,2024,00,AA
00BB2409FQXPTM,91314,2024,00,BB
11AA24067KQHLU,16804,2024,11,AA
00CC2407Y2Z3Q7,84970,2024,00,CC
00CC240808DQEZ,03847,2024,00,CC
00CC240645D8JC,74273,2024,00,CC
00AA24058SZS78,93575,2024,00,AA
00CC2409N36PC4,00191,2024,00,CC
00AA2406AFJULE,42906,2024,00,AA
00CC2411OBDR4E,11162,2024,00,CC
00BB24067EBXVW,95170,2024,00,BB
00DD2410UFVZ35,52805,2024,00,DD
00DD24032CZU9V,10437,2024,00,DD
00DD2402757ZGW,94904,2024,00,DD
11AA24107SF4PP,54737,2024,11,AA
00CC2412SNTKKC,34530,2024,00,CC
00AA240779QMEE,91532,2024,00,AA
00BB2406A9KFVE,49379,2024,00,BB
00DD24037GXGFL,02700,2024,00,DD
00AA24108DKMT0,76504,2024,00,AA
00DD2411DCLOHB,55301,2024,00,DD
00CC24090MSD3M,56393,2024,00,CC
00AA2409UHW6TP,77281,2024,00,AA
00CC2405PYWN9T,50807,2024,00,CC
00DD24083YZA7O,10536,2024,00,DD
00AA2409PDLUQC,10746,2024,00,AA
00BB2408FSSFH2,55111,2024,00,BB
00BB2409UGVWGK,13963,2024,00,BB
11AA2402CSRIIM,47445,2024,11,AA
00CC2411KQX2QO,75014,2024,00,CC
00DD2412YE5SZK,73153,2024,00,DD
00CC2402T2MOO3,31942,2024,00,CC
00DD24096Z8X1G,16993,2024,00,DD
00DD2411V9WMCC,69725,2024,00,DD
00BB2401V7ZRGJ,71936,2024,00,BB
00CC2406FRSV31,93593,2024,00,CC
00DD2402HUUGP0,03013,2024,00,DD
00DD2409W956DX,59961,2024,00,DD
00BB2412SYG9S1,58553,2024,00,BB
11AA2411XK7VIX,11073,2024,11,AA
00AA2408UT3B21,06121,2024,00,AA
00DD2408295W0V,26241,2024,00,DD
00AA240887JOEQ,60784,2024,00,AA
00AA2401BM37Y9,72483,2024,00,AA
00DD2407R8Z0OL,79293,2024,00,DD
00CC2412OUS68I,45294,2024,00,CC
00AA24025AFMN4,85803,2024,00,AA
00AA2410QWH3ED,67426,2024,00,AA
00BB2403CJQ9NV,52394,2024,00,BB
00AA24028TS53Q,87404,2024,00,AA
00AA24083F3X8I,28383,2024,00,AA
00BB24119O1ILU,94892,2024,00,BB
00AA2406MFXVI4,23289,2024,00,AA
00DD24076218SZ,78098,2024,00,DD
00CC24046H5X0B,09721,2024,00,CC
00DD2412BVCXTJ,94797,2024,00,DD
00DD2411R1A7PO,11520,2024,00,DD
11AA2401UPLI6K,52155,2024,11,AA
00BB2406HCIO1Z,06958,2024,00,BB
00CC2405OOLE6B,23388,2024,00,CC
00AA2404375EZ8,29416,2024,00,AA
00BB2403D85J0X,29718,2024,00,BB
11AA24103V1E24,66899,2024,11,AA
00BB2405E354WI,58895,2024,00,BB
00DD2412DSQS8V,54365,2024,00,DD
00DD2401UZQ9CP,79127,2024,00,DD
00CC2402TVGLH8,95865,2024,00,CC
00DD2401BGDTQL,15884,2024,00,DD
00DD2412O7CXAX,85988,2024,00,DD
11AA2410QSTPUD,35082,2024,11,AA
00CC2402N3CR7K,03148,2024,00,CC
00DD2406UG7W1D,81803,2024,00,DD
00CC2407PR72C3,87613,2024,00,CC
11AA2403FG4559,13213,2024,11,AA
11AA24016TNIP1,56994,2024,11,AA
00CC2412FTP81O,20434,2024,00,CC
00DD2406XAF0TK,71329,2024,00,DD
00CC2401IU1N97,05561,2024,00,CC
00DD2403NLJO0U,20330,2024,00,DD
00CC2411GQ0NRO,79023,2024,00,CC
00AA2402YP1N5V,05623,2024,00,AA
11AA2407KQRW6M,43965,2024,11,AA
00BB2404LZRK20,78229,2024,00,BB
00BB2401Y7UL9M,35136,2024,00,BB
11AA2410PIGC64,30488,2024,11,AA
00BB2401YPE6WH,29785,2024,00,BB
00BB2410L09EX9,41596,2024,00,BB
00BB2401CYARGM,86514,2024,00,BB
00CC2410XS6466,62527,2024,00,CC
11AA2408T6F7YO,76540,2024,11,AA
11AA2411G9DCG2,22110,2024,11,AA
00DD240410526Z,71638,2024,00,DD
00CC2407EZVEVN,54647,2024,00,CC
00DD2410MR6A3O,02741,2024,00,DD
00DD24011O6RQN,63919,2024,00,DD
00DD2404TXN0HS,02639,2024,00,DD
00DD24079705N7,89597,2024,00,DD
00BB24067UP4CM,94549,2024,00,BB
00CC2408HJOAGN,31290,2024,00,CC
00CC24119JVOJK,82120,2024,00,CC
00AA2408AI67H3,13047,2024,00,AA
00AA2402R740O0,29878,2024,00,AA
11AA2409DTADSL,45779,2024,11,AA
11AA2408CHV0UJ,17099,2024,11,AA
00DD2408LA220P,70721,2024,00,DD
11AA2403KDSADB,68198,2024,11,AA
00BB2403VY7VKO,74890,2024,00,BB
00AA2411FC9ZH8,32852,2024,00,AA
00DD24051EBOFT,15030,2024,00,DD
11AA2404ZTPK4K,07389,2024,11,AA
00CC2408FQ3S3P,17161,2024,00,CC
00BB2405OQBQRO,44331,2024,00,BB
00CC24126B6SAT,55166,2024,00,CC
11AA2402YSPP9A,54923,2024,11,AA
11AA2404C8BSQS,66535,2024,11,AA
11AA2406E4IKIV,29663,2024,11,AA
11AA2402FFSC35,77147,2024,11,AA
11AA2408E2X9HI,47792,2024,11,AA
11AA2404Q01D8B,28599,2024,11,AA
00CC241233B7X2,02322,2024,00,CC
00CC2404CF9YI0,75515,2024,00,CC
00CC24118QFD8D,51125,2024,00,CC
00DD24027I0LMH,79694,2024,00,DD
00BB2411KAC52X,11866,2024,00,BB
00AA2405QODSMI,84084,2024,00,AA
00CC24105A4T1R,31046,2024,00,CC
11AA2405JZJ798,78581,2024,11,AA
11AA24019F853L,57704,2024,11,AA
11AA2407VB0GGS,82980,2024,11,AA
00BB2401ORT7CU,72978,2024,00,BB
00BB2403EJG3CH,18202,2024,00,BB
00BB2406RK3C0V,04852,2024,00,BB
11AA24019KIZDO,46517,2024,11,AA
00AA2409S1SJP0,09793,2024,00,AA
00BB2405WB9BII,33055,2024,00,BB
00CC2401QDFG00,15081,2024,00,CC
00BB2408YKIVJ0,58985,2024,00,BB
11AA24044ZWAG7,93650,2024,11,AA
00DD2407SNJR8B,29365,2024,00,DD
00DD2409MT06X7,08913,2024,00,DD
00AA2403ILYUN9,30597,2024,00,AA
00AA2402N9ESZR,56273,2024,00,AA
00DD2410MO7WQC,65425,2024,00,DD
00DD2412BVXQFM,31753,2024,00,DD
11AA24031LKXFV,45124,2024,11,AA
11AA2407Q2NG2Z,00355,2024,11,AA
00AA2403G664ZH,62755,2024,00,AA
00AA2412NSTC8B,43761,2024,00,AA
00AA2407DC12M5,95911,2024,00,AA
00AA2409LXCEW3,75040,2024,00,AA
00BB2404UJCKXT,20555,2024,00,BB
00CC2403BA3AKT,04526,2024,00,CC
00DD2409OM8PFS,77547,2024,00,DD
00DD2401AJSKND,09978,2024,00,DD
00CC2408TASD6S,77224,2024,00,CC
11AA2410EWDYOL,51441,2024,11,AA
00DD24068EMM59,47132,2024,00,DD
11AA2411Y1L2MO,47688,2024,11,AA
11AA24069K1C4U,16154,2024,11,AA
00AA24025Z15ST,08136,2024,00,AA
00CC240509CV9X,84258,2024,00,CC
00BB2406BMD0N7,53363,2024,00,BB
00BB2404KUT2AX,83865,2024,00,BB
00AA2401VMTJMH,31957,2024,00,AA
11AA2410KVK727,12237,2024,11,AA
11AA2404R8Q63Z,11211,2024,11,AA
00BB2403GEJ7ZJ,35421,2024,00,BB
00DD2405AHI7WE,31153,2024,00,DD
00AA2412C6WIF8,65751,2024,00,AA
00DD2402CYRU6S,94282,2024,00,DD
00CC24047AOCPG,24547,2024,00,CC
00DD24093X8EZ0,79953,2024,00,DD
00CC241050KPGB,43719,2024,00,CC
00BB2403UEL51P,33285,2024,00,BB
00DD2402OYF9N2,37145,2024,00,DD
00AA24053ZRXQB,16891,2024,00,AA
00AA2411X1CJ1H,10035,2024,00,AA
00CC240299BY96,91699,2024,00,CC
00BB2412K0V2ND,04854,2024,00,BB
00DD2411C92R01,60814,2024,00,DD
00CC2401YSZQWH,59498,2024,00,CC
11AA2401QVEUO4,08689,2024,11,AA
11AA24043P9LKK,28113,2024,11,AA
00AA2402C9Q69X,20993,2024,00,AA
00BB240615XWP0,70347,2024,00,BB
00DD2412T6IEAC,65500,2024,00,DD
11AA2401LHE1K6,44091,2024,11,AA
11AA24030F7A98,92433,2024,11,AA
00BB2408BFO14I,56079,2024,00,BB
11AA2406SMN5CF,90637,2024,11,AA
00DD24040D72AI,86023,2024,00,DD
00DD2405CEU4K3,18238,2024,00,DD
11AA241232IOMR,58247,2024,11,AA
11AA2409RF2ZJ0,51838,2024,11,AA
11AA2408YC3QEK,88605,2024,11,AA
00DD2408DDMSPO,03826,2024,00,DD
00AA2404Y00LME,27227,2024,00,AA
00CC2403R26T0I,21325,2024,00,CC
00DD2412B5L1EL,33915,2024,00,DD
11AA2402QSHG7T,72582,2024,11,AA
00DD2402WDEK5L,45047,2024,00,DD
00CC2406LB1LA0,04428,2024,00,CC
00DD24067MT6OF,31337,2024,00,DD
00AA24119PG8XY,18876,2024,00,AA
00AA240161GSI1,16969,2024,00,AA
00BB240709DLDC,92204,2024,00,BB
00DD2408NV0B2H,17066,2024,00,DD
11AA2403V2Z012,30373,2024,11,AA
00AA24117W08N9,52682,2024,00,AA
11AA24092LH1C9,78292,2024,11,AA
00DD2407W93DNG,85197,2024,00,DD
00AA2403B31OS8,47890,2024,00,AA
00AA2403T5G57M,47482,2024,00,AA
00CC2406VQXQ1A,95485,2024,00,CC
00DD2409UGPKPC,60749,2024,00,DD
00BB241212QZ8S,62859,2024,00,BB
00AA2407KXQE7F,67630,2024,00,AA
00BB2409YVCBLC,61312,2024,00,BB
00CC240568U4AR,66404,2024,00,CC
00AA2412CPQ73I,26886,2024,00,AA
11AA240559VXO3,13306,2024,11,AA
00CC240733RMKT,81622,2024,00,CC
00CC2404M1T4J6,47099,2024,00,CC
00CC2402JDJJXO,81557,2024,00,CC
00AA2402CG8BB4,28836,2024,00,AA
11AA2401OCX5HS,52932,2024,11,AA
00BB2409G4AZ4H,66474,2024,00,BB
00BB24043I9N04,35103,2024,00,BB
00CC2406N8DUEY,39244,2024,00,CC
00DD2404JPPWK6,46422,2024,00,DD
00DD2405O9IDJH,50262,2024,00,DD
11AA24076XSN9Q,28517,2024,11,AA
00CC2402PTK5IR,44523,2024,00,CC
00AA2406UKQAXC,14945,2024,00,AA
00DD2412NTFOFN,46954,2024,00,DD
00AA24056RPOMJ,08010,2024,00,AA
00CC2401T8DTS0,37594,2024,00,CC
00AA24107PMMZR,40449,2024,00,AA
00CC240391SPTP,46863,2024,00,CC
00DD240848AN7K,13495,2024,00,DD
00DD2411N9RZRL,30299,2024,00,DD
11AA2409ENLZ8Z,12796,2024,11,AA
00BB24056V4ELK,87904,2024,00,BB
00BB2408Q4SO5S,92568,2024,00,BB
11AA2408UWH9RW,54733,2024,11,AA
00BB2402ZRF36L,56747,2024,00,BB
00AA2409FFIY4K,42821,2024,00,AA
00AA2406CMX8US,70853,2024,00,AA
00AA240703TT4P,87389,2024,00,AA
00AA24079TZVZG,61934,2024,00,AA
00DD2411RFN2RM,54271,2024,00,DD
11AA2405O7T5GT,61889,2024,11,AA
00DD24108Z0TIM,39820,2024,00,DD
00DD2402LKUPUE,86356,2024,00,DD
00CC2403APKH75,77617,2024,00,CC
00DD2401SRC3Q3,74821,2024,00,DD
00DD24117R3IMS,33203,2024,00,DD
00DD2403MQB60J,07728,2024,00,DD
11AA24037EHWOT,16438,2024,11,AA
00DD2409QAZKW3,08693,2024,00,DD
00AA2409ZDJJ2J,63993,2024,00,AA
11AA2411D8APO1,15116,2024,11,AA
00CC24117P9ZO7,03855,2024,00,CC
00CC2409ZG6HPG,61380,2024,00,CC
00DD2409JPK4L5,18692,2024,00,DD
11AA2408SYZB0Z,47183,2024,11,AA
00CC2403K5YT8M,29499,2024,00,CC
11AA24051RASS9,23409,2024,11,AA
00DD2412CYDYOO,78777,2024,00,DD
00BB24031H52X1,48769,2024,00,BB
00DD24059HRH5Q,13148,2024,00,DD
00CC2407T3HBCA,12134,2024,00,CC
00AA24068DM5O5,73642,2024,00,AA
00CC2406NBOK5I,28855,2024,00,CC
00CC2403QBE71H,32318,2024,00,CC
00DD2405G1UR3N,79655,2024,00,DD
00AA2411VZ2XWY,38355,2024,00,AA
00BB2403LQ2TFQ,52386,2024,00,BB
00AA2402RVAUOF,39618,2024,00,AA
00BB2411X9SBKV,86380,2024,00,BB
00BB2402TNSJYU,55250,2024,00,BB
